chr	start	end	id	RE_rule	Active_rule	Active_inter
chr15	34110081	34110453	chr15:34110081_34110453	Enhancer/CTCF	Inactive	Inactive
chr20	52313404	52313687	chr20:52313404_52313687	Enhancer/CTCF	Inactive	Inactive
chr4	41644182	41644589	chr4:41644182_41644589	Enhancer/CTCF	Inactive	Inactive
chr6	16168858	16169323	chr6:16168858_16169323	Enhancer/CTCF	Inactive	Inactive
chr9	129258274	129258785	chr9:129258274_129258785	Enhancer/Promoter	Inactive	Inactive
chr7	20648153	20648555	chr7:20648153_20648555	Enhancer/CTCF	Inactive	Inactive
chr1	193019417	193019838	chr1:193019417_193019838	CTCF	Inactive	Inactive
chr20	47150497	47151151	chr20:47150497_47151151	Enhancer/CTCF	Inactive	Inactive
chr2	88669612	88669971	chr2:88669612_88669971	CTCF	Inactive	Inactive
chr9	123081757	123082243	chr9:123081757_123082243	CTCF	Inactive	Inactive
chr2	96148430	96148932	chr2:96148430_96148932	Enhancer	Active	Inactive
chrX	102652358	102652778	chrX:102652358_102652778	Enhancer/CTCF	Inactive	Inactive
chr20	44105109	44105512	chr20:44105109_44105512	Enhancer/CTCF	Inactive	Inactive
chr5	105963792	105964285	chr5:105963792_105964285	Enhancer/Promoter	Inactive	Inactive
chr7	55415147	55415628	chr7:55415147_55415628	CTCF	Inactive	Inactive
chr11	49372143	49372532	chr11:49372143_49372532	CTCF	Inactive	Inactive
chr7	25216394	25217314	chr7:25216394_25217314	Enhancer/CTCF	Inactive	Inactive
chr16	84484613	84484990	chr16:84484613_84484990	Enhancer/CTCF	Inactive	Inactive
chr20	4025997	4026378	chr20:4025997_4026378	Enhancer/CTCF	Inactive	Inactive
chr11	126440794	126441230	chr11:126440794_126441230	Enhancer/CTCF	Inactive	Inactive
chr16	70738355	70738721	chr16:70738355_70738721	Enhancer/CTCF	Inactive	Inactive
chr10	89062847	89063263	chr10:89062847_89063263	Enhancer/Promoter	Inactive	Inactive
chr4	41348803	41349604	chr4:41348803_41349604	Enhancer	Inactive	Inactive
chr7	23055562	23055997	chr7:23055562_23055997	Enhancer/CTCF	Inactive	Inactive
chr15	48352281	48353038	chr15:48352281_48353038	CTCF	Inactive	Inactive
chr7	66140900	66141318	chr7:66140900_66141318	CTCF	Inactive	Inactive
chr13	27359024	27359853	chr13:27359024_27359853	Enhancer/CTCF	Inactive	Inactive
chr3	129507464	129507836	chr3:129507464_129507836	Enhancer/CTCF	Inactive	Inactive
chr5	106094073	106094570	chr5:106094073_106094570	Enhancer/Promoter	Inactive	Inactive
chr4	130500230	130500716	chr4:130500230_130500716	Enhancer	Active	Inactive
chr1	165144437	165145439	chr1:165144437_165145439	Enhancer/CTCF	Inactive	Inactive
chr7	119783781	119784212	chr7:119783781_119784212	Enhancer/CTCF	Inactive	Inactive
chr7	120554830	120555533	chr7:120554830_120555533	Enhancer/CTCF	Inactive	Inactive
chr4	77358007	77359341	chr4:77358007_77359341	CTCF	Inactive	Inactive
chr4	5079611	5079955	chr4:5079611_5079955	Enhancer	Inactive	Inactive
chr4	168923437	168924357	chr4:168923437_168924357	CTCF	Inactive	Inactive
chr18	56043548	56044101	chr18:56043548_56044101	Enhancer/Promoter	Inactive	Inactive
chr15	90315612	90316065	chr15:90315612_90316065	Enhancer	Inactive	Inactive
chr12	47223750	47224124	chr12:47223750_47224124	Enhancer	Inactive	Inactive
chr5	28156789	28157401	chr5:28156789_28157401	Enhancer	Active	Inactive
chr11	102287943	102288343	chr11:102287943_102288343	Enhancer/CTCF	Inactive	Inactive
chr3	20225723	20226222	chr3:20225723_20226222	Enhancer/CTCF	Inactive	Inactive
chr4	76748683	76749091	chr4:76748683_76749091	Enhancer/CTCF	Inactive	Inactive
chr18	47997278	47998073	chr18:47997278_47998073	Enhancer/CTCF	Inactive	Inactive
chr7	11753423	11753859	chr7:11753423_11753859	Enhancer/CTCF	Inactive	Inactive
chr10	61733314	61733739	chr10:61733314_61733739	Enhancer/CTCF	Inactive	Inactive
chr7	117715769	117716173	chr7:117715769_117716173	Enhancer/CTCF	Inactive	Inactive
chr2	175366532	175367355	chr2:175366532_175367355	Enhancer/CTCF	Inactive	Inactive
chr17	31467990	31468136	chr17:31467990_31468136	Enhancer/Promoter	Inactive	Inactive
chr18	49767773	49768683	chr18:49767773_49768683	Enhancer/CTCF	Inactive	Inactive
chr4	37803342	37803790	chr4:37803342_37803790	Enhancer/CTCF	Inactive	Inactive
chr1	858107	858213	chr1:858107_858213	Enhancer/CTCF	Inactive	Inactive
chr5	59174022	59174830	chr5:59174022_59174830	CTCF	Inactive	Inactive
chr18	6885956	6886780	chr18:6885956_6886780	Enhancer/CTCF	Inactive	Inactive
chr15	66838660	66839097	chr15:66838660_66839097	Enhancer/CTCF	Inactive	Inactive
chr1	13813366	13814197	chr1:13813366_13814197	Enhancer/CTCF	Inactive	Inactive
chr11	57480087	57481039	chr11:57480087_57481039	Enhancer/CTCF	Inactive	Inactive
chr1	86741930	86742294	chr1:86741930_86742294	CTCF	Inactive	Inactive
chr3	189967105	189967816	chr3:189967105_189967816	Enhancer/CTCF	Inactive	Inactive
chr1	172764436	172764807	chr1:172764436_172764807	Enhancer	Active	Inactive
chr5	147887032	147887440	chr5:147887032_147887440	Enhancer/CTCF	Inactive	Inactive
chr9	10365976	10366700	chr9:10365976_10366700	Enhancer/CTCF	Inactive	Inactive
chr9	10366196	10366579	chr9:10366196_10366579	Enhancer/CTCF	Inactive	Inactive
chr12	44015391	44015745	chr12:44015391_44015745	Enhancer/CTCF	Inactive	Inactive
chr18	71784804	71785106	chr18:71784804_71785106	Enhancer/CTCF	Inactive	Inactive
chr4	103046435	103047309	chr4:103046435_103047309	Enhancer/CTCF	Inactive	Inactive
chr18	65866120	65866528	chr18:65866120_65866528	CTCF	Inactive	Inactive
chr2	169789721	169790321	chr2:169789721_169790321	Enhancer/CTCF	Inactive	Inactive
chr12	99811188	99811537	chr12:99811188_99811537	Enhancer/CTCF	Inactive	Inactive
chr18	58529802	58530104	chr18:58529802_58530104	Enhancer/CTCF	Inactive	Inactive
chr7	123494208	123494582	chr7:123494208_123494582	Enhancer/CTCF	Inactive	Inactive
chr2	166384689	166385042	chr2:166384689_166385042	Enhancer/CTCF	Inactive	Inactive
chr1	86175745	86176224	chr1:86175745_86176224	Enhancer/CTCF	Inactive	Inactive
chr2	165203743	165204640	chr2:165203743_165204640	Enhancer/CTCF	Inactive	Inactive
chr2	3505753	3506353	chr2:3505753_3506353	Enhancer	Inactive	Inactive
chr1	86380255	86380706	chr1:86380255_86380706	CTCF	Inactive	Inactive
chr2	165203945	165204324	chr2:165203945_165204324	Enhancer/CTCF	Inactive	Inactive
chr5	38994302	38994749	chr5:38994302_38994749	Enhancer/CTCF	Inactive	Inactive
chr3	99023600	99024023	chr3:99023600_99024023	Enhancer/CTCF	Inactive	Inactive
chr9	75864181	75864842	chr9:75864181_75864842	Enhancer/CTCF	Inactive	Inactive
chr2	198314572	198314960	chr2:198314572_198314960	Enhancer/CTCF	Inactive	Inactive
chr22	48492168	48493020	chr22:48492168_48493020	CTCF	Inactive	Inactive
chr1	82260061	82260488	chr1:82260061_82260488	Enhancer	Inactive	Inactive
chr6	141744877	141745523	chr6:141744877_141745523	Enhancer	Inactive	Inactive
chr13	48580066	48580764	chr13:48580066_48580764	Enhancer/CTCF	Inactive	Inactive
chr18	27605232	27605609	chr18:27605232_27605609	Enhancer/CTCF	Inactive	Inactive
chr11	1564571	1564865	chr11:1564571_1564865	Enhancer/Promoter	Inactive	Inactive
chr8	23747639	23748288	chr8:23747639_23748288	Enhancer/CTCF	Inactive	Inactive
chr2	178328001	178328519	chr2:178328001_178328519	CTCF	Active	Inactive
chr14	56659932	56660349	chr14:56659932_56660349	Enhancer/CTCF	Inactive	Inactive
chr3	98027050	98027406	chr3:98027050_98027406	Enhancer	Inactive	Inactive
chr4	177339724	177340151	chr4:177339724_177340151	Enhancer/CTCF	Inactive	Inactive
chr3	37982304	37982789	chr3:37982304_37982789	Enhancer	Inactive	Inactive
chr9	1939887	1940606	chr9:1939887_1940606	Enhancer/CTCF	Inactive	Inactive
chr8	25509780	25510288	chr8:25509780_25510288	CTCF	Inactive	Inactive
chr10	116628601	116628973	chr10:116628601_116628973	CTCF	Inactive	Inactive
chr3	98812748	98813175	chr3:98812748_98813175	CTCF	Inactive	Inactive
chr1	156421620	156421965	chr1:156421620_156421965	Enhancer/Promoter	Inactive	Inactive
chr12	117472589	117473654	chr12:117472589_117473654	CTCF	Inactive	Inactive
chr2	27191491	27191929	chr2:27191491_27191929	Enhancer/CTCF	Inactive	Inactive
chr12	64890891	64891280	chr12:64890891_64891280	Enhancer/CTCF	Inactive	Inactive
chr1	83882979	83883264	chr1:83882979_83883264	Enhancer/CTCF	Inactive	Inactive
chr9	14616373	14616827	chr9:14616373_14616827	Enhancer/CTCF	Inactive	Inactive
chr1	171188386	171189235	chr1:171188386_171189235	Enhancer/CTCF	Inactive	Inactive
chr3	24640243	24640662	chr3:24640243_24640662	Enhancer/CTCF	Inactive	Inactive
chr15	71011349	71012140	chr15:71011349_71012140	CTCF	Inactive	Inactive
chr9	77291762	77292004	chr9:77291762_77292004	Enhancer/CTCF	Inactive	Inactive
chr13	41222197	41222649	chr13:41222197_41222649	CTCF	Inactive	Inactive
chr10	131094680	131094881	chr10:131094680_131094881	CTCF	Active	Inactive
chr4	74886462	74886961	chr4:74886462_74886961	Enhancer	Active	Inactive
chr5	125198467	125199013	chr5:125198467_125199013	Enhancer/CTCF	Inactive	Inactive
chr8	21179406	21179861	chr8:21179406_21179861	Enhancer/CTCF	Inactive	Inactive
chr8	9760473	9760874	chr8:9760473_9760874	Enhancer/CTCF	Inactive	Inactive
chr1	11550667	11551096	chr1:11550667_11551096	Enhancer	Inactive	Inactive
chr3	28726864	28727228	chr3:28726864_28727228	Enhancer/CTCF	Inactive	Inactive
chr2	186641497	186642163	chr2:186641497_186642163	CTCF	Inactive	Inactive
chr18	35143744	35144392	chr18:35143744_35144392	Enhancer/CTCF	Inactive	Inactive
chr2	26087867	26088666	chr2:26087867_26088666	CTCF	Inactive	Inactive
chr11	58513740	58514189	chr11:58513740_58514189	Enhancer/CTCF	Inactive	Inactive
chr8	97811128	97811508	chr8:97811128_97811508	Enhancer/CTCF	Inactive	Inactive
chr2	168118612	168119067	chr2:168118612_168119067	Enhancer/CTCF	Inactive	Inactive
chr15	90693638	90694057	chr15:90693638_90694057	CTCF	Inactive	Inactive
chr1	241896189	241896884	chr1:241896189_241896884	Enhancer/CTCF	Inactive	Inactive
chr2	42513041	42513862	chr2:42513041_42513862	Enhancer/CTCF	Inactive	Inactive
chr10	13536564	13537383	chr10:13536564_13537383	Enhancer/CTCF	Inactive	Inactive
chr15	90693525	90694264	chr15:90693525_90694264	CTCF	Inactive	Inactive
chr6	150293506	150293752	chr6:150293506_150293752	Enhancer/CTCF	Inactive	Inactive
chr3	185308114	185308502	chr3:185308114_185308502	CTCF	Inactive	Inactive
chr12	39764826	39765513	chr12:39764826_39765513	Enhancer/CTCF	Inactive	Inactive
chr10	6669255	6669684	chr10:6669255_6669684	Enhancer/CTCF	Inactive	Inactive
chr6	150016464	150017500	chr6:150016464_150017500	Enhancer/CTCF	Inactive	Inactive
chr7	134327934	134328158	chr7:134327934_134328158	Enhancer/CTCF	Inactive	Inactive
chr9	81603180	81603773	chr9:81603180_81603773	Enhancer/CTCF	Inactive	Inactive
chr2	41205875	41206488	chr2:41205875_41206488	Enhancer/CTCF	Inactive	Inactive
chr19	10098759	10099487	chr19:10098759_10099487	Enhancer/CTCF	Inactive	Inactive
chr3	181176555	181177041	chr3:181176555_181177041	Enhancer/CTCF	Inactive	Inactive
chr11	120171848	120172799	chr11:120171848_120172799	Enhancer/CTCF	Inactive	Inactive
chr2	142980725	142981134	chr2:142980725_142981134	Enhancer/CTCF	Inactive	Inactive
chr12	40621881	40622850	chr12:40621881_40622850	Enhancer/CTCF	Inactive	Inactive
chr7	130278850	130279298	chr7:130278850_130279298	Enhancer/CTCF	Inactive	Inactive
chr1	212995460	212995871	chr1:212995460_212995871	CTCF	Inactive	Inactive
chr5	120454337	120454778	chr5:120454337_120454778	Enhancer/CTCF	Inactive	Inactive
chr8	122139741	122140185	chr8:122139741_122140185	Enhancer/CTCF	Inactive	Inactive
chr2	4762979	4763439	chr2:4762979_4763439	Enhancer/CTCF	Inactive	Inactive
chr6	149028787	149029297	chr6:149028787_149029297	Enhancer/CTCF	Inactive	Inactive
chr11	100575411	100575728	chr11:100575411_100575728	Enhancer/CTCF	Inactive	Inactive
chr6	111209972	111211276	chr6:111209972_111211276	Enhancer/CTCF	Inactive	Inactive
chr2	135607655	135607773	chr2:135607655_135607773	Enhancer/CTCF	Inactive	Inactive
chr13	20182012	20182869	chr13:20182012_20182869	CTCF	Inactive	Inactive
chr1	199073285	199073461	chr1:199073285_199073461	Enhancer	Inactive	Inactive
chrX	90598682	90599099	chrX:90598682_90599099	Enhancer/Promoter	Inactive	Inactive
chr7	134750136	134750385	chr7:134750136_134750385	Enhancer/CTCF	Inactive	Inactive
chr10	30414010	30414422	chr10:30414010_30414422	Enhancer/CTCF	Inactive	Inactive
chr2	156589578	156589965	chr2:156589578_156589965	Enhancer/CTCF	Inactive	Inactive
chr1	201972611	201973007	chr1:201972611_201973007	Enhancer/CTCF	Inactive	Inactive
chr19	16386652	16387006	chr19:16386652_16387006	Enhancer/CTCF	Inactive	Inactive
chr2	134727443	134727745	chr2:134727443_134727745	Enhancer/CTCF	Inactive	Inactive
chr5	148443744	148444458	chr5:148443744_148444458	CTCF	Inactive	Inactive
chr12	42213038	42213406	chr12:42213038_42213406	Enhancer	Inactive	Inactive
chr12	90618502	90619069	chr12:90618502_90619069	Enhancer	Inactive	Inactive
chr4	110510944	110511324	chr4:110510944_110511324	Enhancer/CTCF	Inactive	Inactive
chr9	15837109	15837432	chr9:15837109_15837432	CTCF	Inactive	Inactive
chr8	97865551	97866068	chr8:97865551_97866068	Enhancer	Active	Inactive
chr16	49407929	49408352	chr16:49407929_49408352	Enhancer/CTCF	Inactive	Inactive
chr6	109526997	109527408	chr6:109526997_109527408	Enhancer/CTCF	Inactive	Inactive
chr12	9049542	9049921	chr12:9049542_9049921	Enhancer/CTCF	Inactive	Inactive
chr6	116531945	116532411	chr6:116531945_116532411	Enhancer/CTCF	Inactive	Inactive
chr9	4901567	4902104	chr9:4901567_4902104	Enhancer/Promoter	Inactive	Inactive
chr17	38761483	38762178	chr17:38761483_38762178	Enhancer/CTCF	Inactive	Inactive
chr13	51435022	51435396	chr13:51435022_51435396	Enhancer/CTCF	Inactive	Inactive
chr16	77059594	77059812	chr16:77059594_77059812	Enhancer	Inactive	Inactive
chr4	136113920	136114363	chr4:136113920_136114363	Enhancer/Promoter	Inactive	Inactive
chr1	7218082	7218867	chr1:7218082_7218867	Enhancer/CTCF	Inactive	Inactive
chr11	23473661	23474309	chr11:23473661_23474309	Enhancer/CTCF	Inactive	Inactive
chr16	75764026	75764703	chr16:75764026_75764703	Enhancer/CTCF	Inactive	Inactive
chr12	71938670	71939180	chr12:71938670_71939180	Enhancer/CTCF	Inactive	Inactive
chr12	77049723	77050201	chr12:77049723_77050201	CTCF	Inactive	Inactive
chr12	71938584	71939418	chr12:71938584_71939418	Enhancer/CTCF	Inactive	Inactive
chr1	59967334	59967619	chr1:59967334_59967619	CTCF	Inactive	Inactive
chr4	159151071	159151509	chr4:159151071_159151509	Enhancer	Active	Inactive
chr9	15142584	15143566	chr9:15142584_15143566	Enhancer/CTCF	Inactive	Inactive
chr17	35767115	35767261	chr17:35767115_35767261	Enhancer/CTCF	Inactive	Inactive
chr16	17960790	17961171	chr16:17960790_17961171	Enhancer/CTCF	Inactive	Inactive
chr5	97142470	97143240	chr5:97142470_97143240	CTCF	Inactive	Inactive
chr1	67347397	67348270	chr1:67347397_67348270	Enhancer/CTCF	Inactive	Inactive
chr5	19638795	19639200	chr5:19638795_19639200	CTCF	Inactive	Inactive
chr4	114071009	114071416	chr4:114071009_114071416	Enhancer/CTCF	Inactive	Inactive
chr16	82061875	82062201	chr16:82061875_82062201	Enhancer/CTCF	Inactive	Inactive
chr11	28566413	28567180	chr11:28566413_28567180	Enhancer	Active	Inactive
chr16	73956634	73956931	chr16:73956634_73956931	Enhancer/CTCF	Inactive	Inactive
chr5	73083096	73083473	chr5:73083096_73083473	CTCF	Inactive	Inactive
chr4	18524615	18525092	chr4:18524615_18525092	Enhancer/CTCF	Inactive	Inactive
chr4	112189726	112189936	chr4:112189726_112189936	Enhancer/CTCF	Inactive	Inactive
chr16	18498269	18499070	chr16:18498269_18499070	Enhancer/CTCF	Inactive	Inactive
chr16	24252905	24253682	chr16:24252905_24253682	Enhancer/CTCF	Inactive	Inactive
chr17	18141240	18141574	chr17:18141240_18141574	Enhancer/CTCF	Inactive	Inactive
chr15	89672531	89673830	chr15:89672531_89673830	Enhancer/CTCF	Inactive	Inactive
chr12	85588021	85588744	chr12:85588021_85588744	CTCF	Active	Inactive
chr16	30041962	30042322	chr16:30041962_30042322	Enhancer/CTCF	Inactive	Inactive
chr4	155809808	155810203	chr4:155809808_155810203	Enhancer/CTCF	Inactive	Inactive
chr8	95890335	95891332	chr8:95890335_95891332	Enhancer/CTCF	Inactive	Inactive
chr17	19762485	19762868	chr17:19762485_19762868	Enhancer/CTCF	Inactive	Inactive
chr4	25366995	25367399	chr4:25366995_25367399	Enhancer/CTCF	Inactive	Inactive
chr8	95890478	95890991	chr8:95890478_95890991	Enhancer/CTCF	Inactive	Inactive
chr4	138494925	138495286	chr4:138494925_138495286	Enhancer/CTCF	Inactive	Inactive
chrX	37825006	37825847	chrX:37825006_37825847	Enhancer/CTCF	Inactive	Inactive
chr15	99272786	99273438	chr15:99272786_99273438	CTCF	Inactive	Inactive
chr4	42037070	42037447	chr4:42037070_42037447	CTCF	Inactive	Inactive
chr5	7927563	7928362	chr5:7927563_7928362	Enhancer/CTCF	Inactive	Inactive
chr1	26877939	26878360	chr1:26877939_26878360	Enhancer/CTCF	Inactive	Inactive
chr12	80763706	80764205	chr12:80763706_80764205	CTCF	Inactive	Inactive
chr12	80679243	80679797	chr12:80679243_80679797	Enhancer/CTCF	Inactive	Inactive
chr10	23994075	23995037	chr10:23994075_23995037	CTCF	Inactive	Inactive
chr16	88922364	88922913	chr16:88922364_88922913	Enhancer/Promoter	Inactive	Inactive
chr12	88401039	88401601	chr12:88401039_88401601	Enhancer/Promoter	Inactive	Inactive
chr11	250741	251096	chr11:250741_251096	CTCF	Inactive	Inactive
chr9	22452391	22452790	chr9:22452391_22452790	Enhancer/CTCF	Inactive	Inactive
chr16	63289695	63290391	chr16:63289695_63290391	Enhancer/CTCF	Inactive	Inactive
chr15	94119873	94120302	chr15:94119873_94120302	Enhancer/CTCF	Inactive	Inactive
chr4	48290161	48290954	chr4:48290161_48290954	Enhancer/CTCF	Inactive	Inactive
chr12	69570755	69571178	chr12:69570755_69571178	CTCF	Inactive	Inactive
chr4	168648945	168649329	chr4:168648945_168649329	Enhancer	Active	Inactive
chr16	59053986	59054181	chr16:59053986_59054181	Enhancer	Inactive	Inactive
chr16	46853926	46854348	chr16:46853926_46854348	Enhancer/CTCF	Inactive	Inactive
chr4	147933321	147933742	chr4:147933321_147933742	Enhancer/CTCF	Inactive	Inactive
chr9	121695102	121696025	chr9:121695102_121696025	Enhancer/CTCF	Inactive	Inactive
chr16	46853697	46854508	chr16:46853697_46854508	Enhancer/CTCF	Inactive	Inactive
chr17	13594535	13595327	chr17:13594535_13595327	Enhancer/CTCF	Inactive	Inactive
chr5	86679434	86680037	chr5:86679434_86680037	Enhancer/CTCF	Inactive	Inactive
chr5	83608216	83608501	chr5:83608216_83608501	Enhancer/CTCF	Inactive	Inactive
chr16	66344564	66344736	chr16:66344564_66344736	Enhancer/CTCF	Inactive	Inactive
chr4	150867026	150867502	chr4:150867026_150867502	Enhancer/CTCF	Inactive	Inactive
chr4	106266153	106266604	chr4:106266153_106266604	CTCF	Inactive	Inactive
chr9	105157027	105157500	chr9:105157027_105157500	Enhancer/CTCF	Inactive	Inactive
chr4	168309745	168310249	chr4:168309745_168310249	Enhancer	Active	Inactive
chr17	28540494	28541286	chr17:28540494_28541286	Enhancer/CTCF	Inactive	Inactive
chr16	65333137	65333768	chr16:65333137_65333768	Enhancer/CTCF	Inactive	Inactive
chr1	45881556	45881983	chr1:45881556_45881983	Enhancer/CTCF	Inactive	Inactive
chr4	106328987	106329484	chr4:106328987_106329484	Enhancer/CTCF	Inactive	Inactive
chr4	183840225	183840657	chr4:183840225_183840657	Enhancer/CTCF	Inactive	Inactive
chr1	45493137	45493461	chr1:45493137_45493461	Enhancer/CTCF	Inactive	Inactive
chr4	168183709	168184141	chr4:168183709_168184141	CTCF	Inactive	Inactive
chr6	111361760	111361857	chr6:111361760_111361857	CTCF	Inactive	Inactive
chr4	149264159	149264541	chr4:149264159_149264541	Enhancer/CTCF	Inactive	Inactive
chr4	100370072	100370814	chr4:100370072_100370814	Enhancer/Promoter	Inactive	Inactive
chr16	24776708	24777143	chr16:24776708_24777143	CTCF	Inactive	Inactive
chrX	3699657	3700639	chrX:3699657_3700639	Promoter	Active	Inactive
chr10	125448317	125449093	chr10:125448317_125449093	Enhancer/CTCF	Inactive	Inactive
chr13	50531843	50532355	chr13:50531843_50532355	Enhancer/CTCF	Inactive	Inactive
chr4	130210762	130211229	chr4:130210762_130211229	CTCF	Inactive	Inactive
chr12	95820093	95820515	chr12:95820093_95820515	Enhancer/CTCF	Inactive	Inactive
chr12	71415361	71416160	chr12:71415361_71416160	Enhancer/CTCF	Inactive	Inactive
chr16	32919126	32919489	chr16:32919126_32919489	CTCF	Inactive	Inactive
chr11	27183974	27184354	chr11:27183974_27184354	Enhancer/CTCF	Inactive	Inactive
chr3	81666404	81667023	chr3:81666404_81667023	CTCF	Inactive	Inactive
chr16	48687472	48687791	chr16:48687472_48687791	Enhancer/CTCF	Inactive	Inactive
chr4	52173575	52174067	chr4:52173575_52174067	Enhancer/CTCF	Inactive	Inactive
chr12	95815578	95815992	chr12:95815578_95815992	Enhancer/CTCF	Inactive	Inactive
