chr	start	end	id	RE_rule	Active_rule
chr18	46658149	46658655	chr18:46658149_46658655	Promoter/CTCF	Inactive
chr19	7506364	7506983	chr19:7506364_7506983	Enhancer/Promoter	Inactive
chr10	133324381	133324857	chr10:133324381_133324857	Promoter/CTCF	Inactive
chr22	46773712	46774473	chr22:46773712_46774473	Enhancer	Active
chr3	55180646	55181571	chr3:55180646_55181571	Promoter/CTCF	Inactive
chr19	19540384	19540785	chr19:19540384_19540785	Promoter/CTCF	Inactive
chr7	72918034	72918694	chr7:72918034_72918694	Promoter/CTCF	Inactive
chr21	34429533	34430217	chr21:34429533_34430217	Promoter/CTCF	Inactive
chr2	68798990	68800383	chr2:68798990_68800383	Enhancer	Active
chr20	63251220	63251845	chr20:63251220_63251845	Promoter/CTCF	Inactive
chr8	143921999	143923533	chr8:143921999_143923533	Promoter/CTCF	Inactive
chr5	79774353	79775147	chr5:79774353_79775147	CTCF	Inactive
chr18	26771285	26772594	chr18:26771285_26772594	Promoter/CTCF	Inactive
chr8	76955058	76955701	chr8:76955058_76955701	Promoter	Active
chr3	196199241	196199817	chr3:196199241_196199817	Promoter/CTCF	Inactive
chrX	131783385	131784101	chrX:131783385_131784101	Promoter/CTCF	Inactive
chr17	17680848	17681501	chr17:17680848_17681501	Promoter/CTCF	Inactive
chrX	71778210	71779020	chrX:71778210_71779020	Promoter/CTCF	Inactive
chr2	96470280	96471095	chr2:96470280_96471095	Promoter/CTCF	Inactive
chr6	4427848	4428249	chr6:4427848_4428249	Promoter/CTCF	Inactive
chr19	41800019	41800463	chr19:41800019_41800463	Promoter/CTCF	Inactive
chr19	17424868	17425499	chr19:17424868_17425499	Promoter/CTCF	Inactive
chr1	17460005	17461088	chr1:17460005_17461088	Promoter	Active
chr17	82592812	82593518	chr17:82592812_82593518	Promoter	Inactive
chr8	137843070	137843746	chr8:137843070_137843746	Promoter/CTCF	Inactive
chr5	123429959	123430487	chr5:123429959_123430487	Promoter	Active
chr11	101880027	101880770	chr11:101880027_101880770	Promoter/CTCF	Inactive
chr6	120262110	120262536	chr6:120262110_120262536	Promoter/CTCF	Inactive
chr2	161569934	161570951	chr2:161569934_161570951	Promoter/CTCF	Inactive
chr9	15455	16581	chr9:15455_16581	Promoter/CTCF	Inactive
chr15	73873490	73874420	chr15:73873490_73874420	Promoter/CTCF	Inactive
chr17	80195872	80196564	chr17:80195872_80196564	Promoter/CTCF	Inactive
chr2	73268651	73269624	chr2:73268651_73269624	Promoter/CTCF	Inactive
chr19	9311944	9312620	chr19:9311944_9312620	Promoter/CTCF	Inactive
chr18	14415661	14416299	chr18:14415661_14416299	Promoter/CTCF	Inactive
chr19	2524782	2525391	chr19:2524782_2525391	Enhancer/Promoter	Inactive
chr13	100694861	100695581	chr13:100694861_100695581	Promoter/CTCF	Inactive
chrX	119729796	119730358	chrX:119729796_119730358	Promoter/CTCF	Inactive
chr17	20207520	20207995	chr17:20207520_20207995	Promoter	Active
chr6	90608	91126	chr6:90608_91126	Promoter/CTCF	Inactive
chr11	112453534	112454709	chr11:112453534_112454709	Promoter/CTCF	Inactive
chr1	148824760	148825603	chr1:148824760_148825603	Promoter/CTCF	Inactive
chr2	27016597	27017468	chr2:27016597_27017468	Promoter/CTCF	Inactive
chr20	45344710	45345075	chr20:45344710_45345075	Promoter	Active
chr8	43536593	43537209	chr8:43536593_43537209	CTCF	Inactive
chr6	27602004	27602912	chr6:27602004_27602912	Enhancer/Promoter	Inactive
chr3	75906379	75907075	chr3:75906379_75907075	Promoter/CTCF	Inactive
chr4	102429396	102430161	chr4:102429396_102430161	Promoter	Active
chr7	30701879	30702756	chr7:30701879_30702756	Promoter/CTCF	Inactive
chr9	134660202	134661020	chr9:134660202_134661020	Promoter/CTCF	Inactive
chr6	73513902	73514288	chr6:73513902_73514288	CTCF	Inactive
chr19	6424637	6425768	chr19:6424637_6425768	Promoter	Active
chr6	87484350	87484931	chr6:87484350_87484931	Promoter	Active
chr19	6412242	6412930	chr19:6412242_6412930	Promoter/CTCF	Inactive
chr1	166164785	166165319	chr1:166164785_166165319	Promoter/CTCF	Inactive
chr18	7272037	7273265	chr18:7272037_7273265	Promoter/CTCF	Inactive
chr5	157651362	157652020	chr5:157651362_157652020	Promoter/CTCF	Inactive
chr1	37974866	37975764	chr1:37974866_37975764	Enhancer/CTCF	Inactive
chr9	12819705	12820343	chr9:12819705_12820343	CTCF	Inactive
chr6	17814952	17815890	chr6:17814952_17815890	Promoter/CTCF	Inactive
chr2	143088630	143089054	chr2:143088630_143089054	Promoter/CTCF	Inactive
chr18	31255902	31256386	chr18:31255902_31256386	Promoter	Active
chr2	131766750	131767467	chr2:131766750_131767467	Promoter/CTCF	Inactive
chr18	41391449	41392177	chr18:41391449_41392177	Promoter/CTCF	Inactive
chr1	146966072	146966947	chr1:146966072_146966947	CTCF	Inactive
chr7	90455198	90456100	chr7:90455198_90456100	Promoter/CTCF	Inactive
chr1	16727043	16727940	chr1:16727043_16727940	Enhancer/Promoter	Inactive
chr16	4679890	4680448	chr16:4679890_4680448	Promoter	Active
chr4	126582595	126584139	chr4:126582595_126584139	Enhancer/CTCF	Inactive
chr22	45612235	45613036	chr22:45612235_45613036	Promoter	Active
chr17	37934580	37935241	chr17:37934580_37935241	Promoter/CTCF	Inactive
chr17	36253790	36254497	chr17:36253790_36254497	Promoter/CTCF	Inactive
chrY	11480148	11481784	chrY:11480148_11481784	Promoter/CTCF	Inactive
chrX	96182166	96182893	chrX:96182166_96182893	Promoter/CTCF	Inactive
chr21	33367166	33367591	chr21:33367166_33367591	Promoter	Active
chr16	370372	370853	chr16:370372_370853	Enhancer/Promoter	Inactive
chr2	122135912	122136629	chr2:122135912_122136629	Promoter/CTCF	Inactive
chr7	155767540	155768948	chr7:155767540_155768948	Promoter/CTCF	Inactive
chr5	32076556	32077224	chr5:32076556_32077224	Promoter/CTCF	Inactive
chr17	58740965	58741556	chr17:58740965_58741556	Promoter	Active
chr3	94158968	94159905	chr3:94158968_94159905	Promoter	Active
chr17	42937589	42938221	chr17:42937589_42938221	Promoter/CTCF	Inactive
chr7	101165402	101165913	chr7:101165402_101165913	Enhancer/Promoter	Inactive
chr6	28742522	28743278	chr6:28742522_28743278	Enhancer/Promoter	Inactive
chr6	28633725	28634300	chr6:28633725_28634300	Enhancer/Promoter	Inactive
chr10	101367434	101368338	chr10:101367434_101368338	Promoter	Active
chr4	122450497	122451318	chr4:122450497_122451318	Promoter/CTCF	Inactive
chr18	14827019	14827401	chr18:14827019_14827401	Enhancer/Promoter	Inactive
chr4	2954624	2955873	chr4:2954624_2955873	CTCF	Inactive
chr6	44128584	44129105	chr6:44128584_44129105	Enhancer/Promoter	Inactive
chr18	46658026	46658790	chr18:46658026_46658790	Promoter/CTCF	Inactive
chr7	125316356	125317051	chr7:125316356_125317051	Promoter/CTCF	Inactive
chr19	1885318	1885743	chr19:1885318_1885743	Promoter	Inactive
chrX	125645844	125646808	chrX:125645844_125646808	Promoter/CTCF	Inactive
chr16	88558670	88559505	chr16:88558670_88559505	Promoter/CTCF	Inactive
chr4	52172043	52172717	chr4:52172043_52172717	Promoter/CTCF	Inactive
chr1	93716978	93717398	chr1:93716978_93717398	Enhancer/Promoter	Inactive
chr1	110011400	110012114	chr1:110011400_110012114	Promoter/CTCF	Inactive
chr17	38138044	38138751	chr17:38138044_38138751	Promoter/CTCF	Inactive
chr3	68972205	68972945	chr3:68972205_68972945	Promoter/CTCF	Inactive
chr4	145507570	145508216	chr4:145507570_145508216	Promoter	Active
chr6	168560561	168562542	chr6:168560561_168562542	Promoter	Active
chr10	11165748	11166542	chr10:11165748_11166542	Promoter/CTCF	Inactive
chr17	21449737	21450462	chr17:21449737_21450462	Promoter/CTCF	Inactive
chr8	113171591	113172305	chr8:113171591_113172305	Promoter/CTCF	Inactive
chr11	3487792	3488486	chr11:3487792_3488486	Promoter/CTCF	Inactive
chr8	22585520	22585909	chr8:22585520_22585909	Promoter/CTCF	Inactive
chr1	213564085	213564745	chr1:213564085_213564745	Promoter/CTCF	Inactive
chr14	97584447	97585065	chr14:97584447_97585065	Promoter/CTCF	Inactive
chr12	111274484	111275390	chr12:111274484_111275390	Promoter/CTCF	Inactive
chr11	78228183	78228943	chr11:78228183_78228943	Promoter/CTCF	Inactive
chr1	156216255	156216902	chr1:156216255_156216902	Promoter/CTCF	Inactive
chr13	39789293	39789936	chr13:39789293_39789936	Promoter	Active
chr7	50229844	50230513	chr7:50229844_50230513	Promoter/CTCF	Inactive
chr7	48632571	48632999	chr7:48632571_48632999	Promoter/CTCF	Inactive
chr3	138941078	138941822	chr3:138941078_138941822	Promoter/CTCF	Inactive
chr22	31676583	31677148	chr22:31676583_31677148	Promoter	Active
chr3	196792781	196793706	chr3:196792781_196793706	Promoter	Active
chr13	95115371	95116068	chr13:95115371_95116068	Promoter	Active
chr3	132342881	132343629	chr3:132342881_132343629	Promoter/CTCF	Inactive
chr8	33805492	33806270	chr8:33805492_33806270	Promoter/CTCF	Inactive
chr3	119386924	119387588	chr3:119386924_119387588	Promoter/CTCF	Inactive
chr5	155943681	155944319	chr5:155943681_155944319	Promoter/CTCF	Inactive
chr9	42159972	42160902	chr9:42159972_42160902	Promoter/CTCF	Inactive
chr4	94488523	94489616	chr4:94488523_94489616	Promoter	Active
chr1	211416938	211417402	chr1:211416938_211417402	Enhancer/Promoter	Inactive
chr1	209623006	209624149	chr1:209623006_209624149	CTCF	Inactive
chr11	20633955	20634537	chr11:20633955_20634537	Promoter/CTCF	Inactive
chr16	29273550	29274081	chr16:29273550_29274081	Promoter	Active
chr13	33940833	33941400	chr13:33940833_33941400	Promoter	Active
chr13	52846034	52847418	chr13:52846034_52847418	Promoter/CTCF	Inactive
chr4	8624734	8625453	chr4:8624734_8625453	Promoter/CTCF	Inactive
chr1	3531436	3531882	chr1:3531436_3531882	Enhancer/Promoter	Inactive
chr12	108494740	108495647	chr12:108494740_108495647	Promoter/CTCF	Inactive
chr13	66994043	66994720	chr13:66994043_66994720	Promoter/CTCF	Inactive
chr19	482421	482979	chr19:482421_482979	Promoter/CTCF	Inactive
chr5	61304335	61305381	chr5:61304335_61305381	Promoter	Active
chr19	4328196	4328784	chr19:4328196_4328784	Promoter/CTCF	Inactive
chr1	144439552	144440328	chr1:144439552_144440328	Promoter/CTCF	Inactive
chr3	9422550	9423537	chr3:9422550_9423537	CTCF	Active
chr3	99831962	99832392	chr3:99831962_99832392	Promoter/CTCF	Inactive
chr1	13208579	13209273	chr1:13208579_13209273	Promoter/CTCF	Inactive
chr6	60935796	60936496	chr6:60935796_60936496	Promoter/CTCF	Inactive
chr4	38856658	38857141	chr4:38856658_38857141	CTCF	Inactive
chr16	66924657	66925308	chr16:66924657_66925308	Promoter/CTCF	Inactive
chr8	31497034	31497840	chr8:31497034_31497840	Promoter/CTCF	Inactive
chr8	17495019	17495571	chr8:17495019_17495571	Promoter/CTCF	Inactive
chr3	128067596	128068747	chr3:128067596_128068747	CTCF	Inactive
chr11	133821538	133822361	chr11:133821538_133822361	Promoter/CTCF	Inactive
chr7	151113170	151114684	chr7:151113170_151114684	Promoter	Active
chr6	33276945	33277664	chr6:33276945_33277664	CTCF	Inactive
chr16	11218365	11219102	chr16:11218365_11219102	Promoter/CTCF	Inactive
chr19	5534791	5535508	chr19:5534791_5535508	Promoter/CTCF	Inactive
chr6	34223436	34224444	chr6:34223436_34224444	Promoter	Active
chr12	30846858	30847746	chr12:30846858_30847746	Promoter/CTCF	Inactive
chr19	11111265	11112181	chr19:11111265_11112181	CTCF	Inactive
chr6	106869858	106871447	chr6:106869858_106871447	Promoter	Active
chrX	120497925	120498549	chrX:120497925_120498549	Promoter/CTCF	Inactive
chr6	168150595	168151447	chr6:168150595_168151447	Promoter/CTCF	Inactive
chr1	16699787	16700714	chr1:16699787_16700714	Promoter/CTCF	Inactive
chr6	28719505	28720051	chr6:28719505_28720051	Promoter/CTCF	Inactive
chr19	10617615	10618268	chr19:10617615_10618268	Promoter	Active
chrX	115950028	115950456	chrX:115950028_115950456	CTCF	Inactive
chr8	382740	383310	chr8:382740_383310	Promoter	Active
chr2	75199368	75200062	chr2:75199368_75200062	Promoter/CTCF	Inactive
chr18	9117150	9117794	chr18:9117150_9117794	Promoter	Active
chr10	124992320	124993503	chr10:124992320_124993503	Promoter/CTCF	Inactive
chr17	44326703	44327230	chr17:44326703_44327230	Promoter	Active
chr9	33621026	33621671	chr9:33621026_33621671	Promoter	Active
chr18	63775065	63775651	chr18:63775065_63775651	Promoter	Active
chr1	40818522	40819009	chr1:40818522_40819009	Enhancer/Promoter	Inactive
chr19	4065798	4066312	chr19:4065798_4066312	Promoter/CTCF	Inactive
chr19	9775829	9776240	chr19:9775829_9776240	Promoter/CTCF	Inactive
chr17	82754606	82755386	chr17:82754606_82755386	Promoter	Active
chr11	61580923	61581803	chr11:61580923_61581803	CTCF	Inactive
chr4	125864334	125864718	chr4:125864334_125864718	Promoter/CTCF	Inactive
chr14	103520652	103521627	chr14:103520652_103521627	Promoter/CTCF	Inactive
chr12	97308409	97309115	chr12:97308409_97309115	Promoter/CTCF	Inactive
chr21	42812425	42812964	chr21:42812425_42812964	Promoter	Active
chr20	63534837	63535789	chr20:63534837_63535789	Promoter	Inactive
chr15	70474854	70475449	chr15:70474854_70475449	Enhancer/Promoter	Inactive
chr12	121133073	121133656	chr12:121133073_121133656	CTCF	Inactive
chr11	17354337	17354995	chr11:17354337_17354995	Promoter/CTCF	Inactive
chr7	73700919	73701973	chr7:73700919_73701973	Promoter/CTCF	Inactive
chr10	77037109	77037983	chr10:77037109_77037983	Promoter/CTCF	Inactive
chrX	101799316	101799855	chrX:101799316_101799855	Promoter/CTCF	Inactive
chr2	198127491	198128284	chr2:198127491_198128284	Promoter/CTCF	Inactive
chr7	65621320	65622314	chr7:65621320_65622314	Enhancer/CTCF	Inactive
chr3	47788955	47789523	chr3:47788955_47789523	CTCF	Inactive
chr17	1643230	1643660	chr17:1643230_1643660	Promoter/CTCF	Inactive
chr7	143472186	143472776	chr7:143472186_143472776	Promoter	Active
chr8	95100430	95100904	chr8:95100430_95100904	Promoter	Active
chr17	39402430	39402911	chr17:39402430_39402911	Enhancer/Promoter	Inactive
chr20	60224844	60225476	chr20:60224844_60225476	Promoter/CTCF	Inactive
chr19	7871240	7872479	chr19:7871240_7872479	Promoter	Active
chr9	136051854	136052464	chr9:136051854_136052464	Promoter	Inactive
chr17	81911336	81911867	chr17:81911336_81911867	Promoter/CTCF	Inactive
chr16	88247479	88248013	chr16:88247479_88248013	Promoter	Inactive
chr5	115928635	115929308	chr5:115928635_115929308	Promoter	Active
chr18	623466	624496	chr18:623466_624496	Promoter/CTCF	Inactive
chr16	14732045	14732880	chr16:14732045_14732880	Promoter/CTCF	Inactive
chr7	130294199	130294777	chr7:130294199_130294777	Promoter	Active
chr2	120391267	120391913	chr2:120391267_120391913	Promoter	Inactive
chr1	28359427	28360115	chr1:28359427_28360115	Promoter/CTCF	Inactive
chr6	28643273	28643887	chr6:28643273_28643887	Promoter	Active
chr4	189202059	189202812	chr4:189202059_189202812	Promoter/CTCF	Inactive
chr4	38856435	38857208	chr4:38856435_38857208	CTCF	Inactive
chr1	21935432	21936305	chr1:21935432_21936305	Enhancer	Active
chr21	31873749	31874683	chr21:31873749_31874683	Promoter/CTCF	Inactive
chr17	59158608	59159128	chr17:59158608_59159128	Promoter	Active
chr9	106888864	106889567	chr9:106888864_106889567	Promoter	Active
chr6	8627280	8627980	chr6:8627280_8627980	Promoter	Active
chr1	237602854	237603481	chr1:237602854_237603481	Promoter	Inactive
chr14	34672383	34673212	chr14:34672383_34673212	Promoter/CTCF	Inactive
chr19	17539589	17540156	chr19:17539589_17540156	Enhancer/Promoter	Inactive
chr5	167030313	167031068	chr5:167030313_167031068	Promoter/CTCF	Inactive
chr17	20443283	20444115	chr17:20443283_20444115	Promoter/CTCF	Inactive
chr14	68975453	68976159	chr14:68975453_68976159	Enhancer/Promoter	Inactive
chr20	47219891	47220740	chr20:47219891_47220740	Promoter/CTCF	Inactive
chr19	19541075	19541599	chr19:19541075_19541599	Promoter/CTCF	Inactive
chr8	6648710	6649656	chr8:6648710_6649656	Promoter	Active
chr1	173052730	173053272	chr1:173052730_173053272	Promoter	Active
chr19	14117635	14118225	chr19:14117635_14118225	Promoter	Inactive
chr2	3620663	3621204	chr2:3620663_3621204	Promoter	Active
chr12	22436977	22437572	chr12:22436977_22437572	Promoter	Active
chr1	2227620	2228097	chr1:2227620_2228097	Promoter	Active
chr10	130138278	130138970	chr10:130138278_130138970	Promoter	Active
chr3	39177646	39178310	chr3:39177646_39178310	Promoter	Active
chr1	148353396	148354073	chr1:148353396_148354073	Enhancer/Promoter	Inactive
chr19	49338717	49339819	chr19:49338717_49339819	Enhancer/Promoter	Inactive
chr22	23141830	23142412	chr22:23141830_23142412	Promoter	Active
chr1	11316628	11317248	chr1:11316628_11317248	Promoter	Active
chr8	64574930	64575561	chr8:64574930_64575561	Promoter/CTCF	Inactive
chr1	228558049	228558488	chr1:228558049_228558488	Enhancer/Promoter	Inactive
chr10	95295012	95295597	chr10:95295012_95295597	Promoter	Active
chr3	47788924	47789538	chr3:47788924_47789538	CTCF	Inactive
chr20	50165854	50166564	chr20:50165854_50166564	Promoter	Active
chr8	69466440	69467100	chr8:69466440_69467100	Promoter	Inactive
chr6	2853639	2854093	chr6:2853639_2854093	Promoter	Active
chr19	2151354	2152277	chr19:2151354_2152277	Enhancer	Active
chr17	1713682	1714269	chr17:1713682_1714269	Promoter/CTCF	Inactive
chr21	8990641	8991008	chr21:8990641_8991008	Promoter/CTCF	Inactive
chr10	91744899	91745733	chr10:91744899_91745733	Promoter/CTCF	Inactive
chr1	233327205	233327757	chr1:233327205_233327757	Promoter/CTCF	Inactive
chr9	91192844	91193375	chr9:91192844_91193375	Promoter	Active
chr17	79728537	79728980	chr17:79728537_79728980	Enhancer/Promoter	Inactive
chr19	44459002	44459401	chr19:44459002_44459401	Promoter/CTCF	Inactive
chr11	119134035	119134947	chr11:119134035_119134947	Promoter/CTCF	Inactive
chr19	3572359	3573071	chr19:3572359_3573071	Promoter	Inactive
chr12	54284660	54285098	chr12:54284660_54285098	Enhancer/Promoter	Inactive
chr18	75523	76361	chr18:75523_76361	Promoter/CTCF	Inactive
chr14	105999298	106000762	chr14:105999298_106000762	Promoter/CTCF	Inactive
chr10	4243599	4244094	chr10:4243599_4244094	Promoter	Active
chr14	100546345	100546834	chr14:100546345_100546834	Promoter/CTCF	Inactive
chr17	17206155	17206774	chr17:17206155_17206774	Promoter	Inactive
chr11	61281507	61282325	chr11:61281507_61282325	Promoter	Active
chr12	24946798	24947579	chr12:24946798_24947579	Enhancer/Promoter	Inactive
chr1	2205024	2205610	chr1:2205024_2205610	Promoter/CTCF	Inactive
chr22	25050915	25051586	chr22:25050915_25051586	Promoter/CTCF	Inactive
chr1	158149581	158150092	chr1:158149581_158150092	Enhancer/Promoter	Inactive
chr16	87461368	87461929	chr16:87461368_87461929	Promoter/CTCF	Inactive
chr19	3968518	3969837	chr19:3968518_3969837	Promoter	Active
chr15	74995176	74995692	chr15:74995176_74995692	Enhancer/Promoter	Inactive
chr19	4968451	4969251	chr19:4968451_4969251	Promoter	Active
chr8	143840842	143841463	chr8:143840842_143841463	Promoter	Inactive
chr7	108132381	108133093	chr7:108132381_108133093	Promoter	Active
chr7	28408453	28409581	chr7:28408453_28409581	Enhancer/Promoter	Inactive
chr12	116525361	116525907	chr12:116525361_116525907	Promoter	Active
chr19	10460957	10461807	chr19:10460957_10461807	Enhancer/Promoter	Inactive
chr11	64566392	64566985	chr11:64566392_64566985	Promoter	Active
chr5	141349691	141350391	chr5:141349691_141350391	Promoter/CTCF	Inactive
chr17	37493037	37494005	chr17:37493037_37494005	Promoter	Active
chr5	160423097	160423587	chr5:160423097_160423587	Enhancer/Promoter	Inactive
chr1	43549830	43550684	chr1:43549830_43550684	Promoter	Active
chr4	69430752	69431203	chr4:69430752_69431203	Promoter/CTCF	Inactive
chr20	6746755	6747391	chr20:6746755_6747391	Promoter/CTCF	Inactive
chr7	149355073	149356160	chr7:149355073_149356160	Promoter/CTCF	Inactive
chr17	76141143	76141563	chr17:76141143_76141563	Enhancer/Promoter	Inactive
chr16	89363497	89364054	chr16:89363497_89364054	Promoter	Active
chr6	32609634	32610319	chr6:32609634_32610319	Promoter	Active
chr2	174719713	174720380	chr2:174719713_174720380	Promoter/CTCF	Inactive
chr11	1389432	1390026	chr11:1389432_1390026	Promoter/CTCF	Inactive
chr4	105471345	105472170	chr4:105471345_105472170	Promoter/CTCF	Inactive
chr19	47429844	47430719	chr19:47429844_47430719	Promoter/CTCF	Inactive
chr3	147945834	147946524	chr3:147945834_147946524	Promoter/CTCF	Inactive
